income,monthly_expenses,distance_to_college_work,travel_time_by_bus,transport_cost,bus_frequency,family_size,current_vehicle,loan_payment,savings,debt_focus,emergency_fund_status,investment_advice,car_recommendation
740.0,590.0,41.8,180.0,90.0,0.5,2,motorbike,300.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3190.0,2240.0,39.7,180.0,52.0,0.2,3,bicycle,0.0,581.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1330.0,1040.0,25.7,121.0,36.0,0.5,3,motorbike,0.0,310.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6340.0,3750.0,11.8,56.0,29.0,0.6,2,none,2220.0,293.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1320.0,860.0,8.9,109.0,10.0,0.1,2,motorbike,550.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
730.0,340.0,8.9,55.0,18.0,0.7,1,bicycle,350.0,35.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1380.0,980.0,20.2,128.0,31.0,0.2,1,bicycle,530.0,4.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1330.0,890.0,34.7,180.0,49.0,0.1,2,none,0.0,239.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5820.0,2400.0,43.9,151.0,76.0,0.3,4,none,0.0,2606.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4410.0,3220.0,1.7,19.0,5.0,1.4,4,motorbike,0.0,737.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1150.0,760.0,7.3,82.0,8.0,0.2,2,car,190.0,118.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
3430.0,1260.0,4.5,69.0,9.0,0.2,2,none,1130.0,825.0,Focus on reducing debt,Emergency fund adequate,Do not invest aggressively,Car recommended
810.0,390.0,12.7,49.0,21.0,2.9,1,motorbike,0.0,345.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
5380.0,2020.0,24.1,73.0,48.0,2.3,2,motorbike,0.0,2034.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
550.0,410.0,38.5,145.0,84.0,1.8,2,none,210.0,6.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5430.0,1970.0,12.6,41.0,21.0,2.6,3,none,0.0,3019.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1390.0,770.0,42.3,153.0,61.0,1.0,1,none,250.0,284.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
450.0,280.0,4.5,21.0,13.0,1.5,1,car,120.0,61.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
2250.0,1680.0,39.0,180.0,50.0,0.1,3,none,0.0,533.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5040.0,2360.0,2.3,38.0,6.0,0.8,6,none,0.0,1608.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2830.0,1600.0,19.8,89.0,15.0,0.9,4,none,1200.0,7.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5850.0,3480.0,8.3,40.0,20.0,2.7,5,motorbike,0.0,2114.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
1110.0,730.0,27.8,110.0,48.0,0.8,1,motorbike,530.0,15.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
6030.0,3560.0,11.8,57.0,23.0,1.2,5,none,0.0,1871.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
3450.0,1700.0,17.8,86.0,19.0,0.7,2,bicycle,0.0,1401.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4200.0,1820.0,37.7,140.0,60.0,1.9,3,car,1040.0,1038.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Consider later
530.0,300.0,39.7,168.0,45.0,1.2,1,bicycle,140.0,54.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1840.0,780.0,2.4,49.0,8.0,0.5,1,car,0.0,704.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
3050.0,1440.0,21.3,90.0,48.0,1.2,3,none,0.0,925.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3680.0,1670.0,19.1,90.0,49.0,1.4,4,none,0.0,1714.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4950.0,2270.0,8.6,102.0,7.0,0.1,3,none,0.0,1539.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3950.0,3040.0,7.0,36.0,11.0,1.8,4,none,1080.0,3.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
2920.0,2120.0,20.3,135.0,40.0,0.2,6,motorbike,0.0,675.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2050.0,1530.0,23.3,93.0,40.0,3.4,2,motorbike,830.0,3.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2700.0,2050.0,24.2,100.0,36.0,1.3,2,motorbike,0.0,562.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1080.0,580.0,6.6,103.0,5.0,0.1,1,none,400.0,98.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5080.0,2190.0,36.0,132.0,90.0,3.3,3,motorbike,1630.0,667.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1280.0,690.0,21.2,106.0,24.0,0.7,1,none,0.0,531.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5040.0,2040.0,0.7,12.0,5.0,2.7,2,bicycle,0.0,1606.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
830.0,480.0,39.9,162.0,36.0,5.1,1,none,180.0,163.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
490.0,230.0,24.2,74.0,41.0,1.0,2,bicycle,230.0,33.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
6320.0,4590.0,34.6,83.0,76.0,6.4,5,bicycle,0.0,1081.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1050.0,420.0,1.1,57.0,5.0,0.3,2,motorbike,0.0,498.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2980.0,1310.0,40.8,180.0,68.0,0.1,3,none,0.0,1592.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1790.0,800.0,34.4,147.0,45.0,0.4,2,motorbike,0.0,835.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2820.0,1890.0,28.3,117.0,26.0,0.8,2,bicycle,0.0,513.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3300.0,2390.0,9.4,43.0,15.0,1.3,2,car,0.0,769.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
3410.0,2070.0,5.7,73.0,11.0,0.2,4,motorbike,0.0,1237.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2560.0,1790.0,6.2,50.0,11.0,0.5,3,none,1160.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4850.0,3740.0,33.6,139.0,73.0,0.7,5,bicycle,710.0,336.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4410.0,2800.0,37.7,171.0,88.0,1.2,3,bicycle,500.0,989.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
3310.0,2090.0,42.1,180.0,57.0,0.5,6,bicycle,0.0,670.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5010.0,2290.0,21.5,58.0,38.0,5.8,5,motorbike,0.0,1737.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
6230.0,4150.0,34.8,110.0,50.0,1.1,3,none,2540.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3930.0,2010.0,44.6,114.0,106.0,4.9,4,none,0.0,1848.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1300.0,460.0,28.6,112.0,57.0,1.5,1,motorbike,0.0,726.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2050.0,1420.0,35.7,180.0,56.0,0.1,2,car,0.0,488.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3080.0,2310.0,27.6,120.0,27.0,1.0,5,bicycle,580.0,155.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4610.0,3310.0,7.2,103.0,8.0,0.1,4,car,0.0,926.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
6110.0,2440.0,39.3,133.0,51.0,0.5,6,motorbike,1520.0,1701.0,Focus on reducing debt,Emergency fund adequate,Invest moderately,Car recommended
1450.0,600.0,42.6,180.0,72.0,0.1,3,none,200.0,373.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1160.0,570.0,33.4,120.0,66.0,1.8,2,car,0.0,326.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
5330.0,2190.0,13.4,54.0,6.0,2.6,4,none,0.0,3106.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
610.0,280.0,42.2,162.0,44.0,0.5,1,motorbike,160.0,133.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
6150.0,3260.0,30.9,118.0,33.0,1.6,2,motorbike,0.0,2239.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4810.0,2960.0,10.8,43.0,16.0,3.9,2,motorbike,0.0,1506.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1100.0,780.0,11.3,59.0,21.0,0.8,1,motorbike,120.0,173.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
1950.0,840.0,7.2,37.0,8.0,1.3,1,motorbike,400.0,693.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
1100.0,440.0,36.6,119.0,62.0,0.9,1,motorbike,270.0,330.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
670.0,330.0,34.0,102.0,56.0,0.7,2,bicycle,0.0,263.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
440.0,290.0,32.4,180.0,52.0,0.1,2,none,180.0,15.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
5580.0,3410.0,7.4,47.0,5.0,1.0,2,car,1620.0,401.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
5290.0,2990.0,44.4,137.0,80.0,2.5,3,none,2080.0,164.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Consider later
660.0,310.0,16.0,61.0,23.0,1.8,2,bicycle,0.0,310.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3700.0,2860.0,20.2,66.0,40.0,1.7,3,motorbike,0.0,735.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
2680.0,1790.0,16.6,112.0,12.0,0.4,1,motorbike,0.0,647.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1870.0,1250.0,8.6,38.0,11.0,1.4,1,motorbike,590.0,8.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
1200.0,620.0,42.2,174.0,58.0,0.4,2,motorbike,0.0,448.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1110.0,770.0,32.6,83.0,61.0,4.4,1,bicycle,0.0,212.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
4960.0,1790.0,15.5,79.0,28.0,0.9,2,none,0.0,2671.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3490.0,1600.0,1.2,34.0,11.0,0.6,3,car,0.0,1089.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
1270.0,850.0,6.5,41.0,5.0,1.8,1,motorbike,640.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1150.0,440.0,1.3,38.0,9.0,0.7,1,motorbike,280.0,227.0,Debt is manageable,Emergency fund adequate,Do not invest aggressively,Car recommended
2990.0,1950.0,26.9,106.0,54.0,1.4,2,car,0.0,536.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
650.0,350.0,21.3,63.0,31.0,2.4,2,none,0.0,167.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1340.0,590.0,31.5,89.0,66.0,3.6,1,none,0.0,382.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2160.0,1460.0,10.5,106.0,20.0,0.2,3,car,0.0,427.0,Debt is manageable,Emergency fund adequate,Invest moderately,Consider later
3280.0,1440.0,22.9,105.0,52.0,1.4,5,none,1610.0,130.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1770.0,1080.0,32.8,110.0,67.0,2.4,1,bicycle,220.0,441.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
1120.0,650.0,41.3,180.0,67.0,0.1,2,none,0.0,275.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3860.0,1670.0,30.5,155.0,70.0,0.1,3,none,800.0,1207.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5990.0,3040.0,4.8,25.0,5.0,5.3,3,none,0.0,1726.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
4590.0,1710.0,9.9,53.0,27.0,2.0,3,none,0.0,2551.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
2800.0,1520.0,29.7,147.0,43.0,0.5,5,bicycle,0.0,1026.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3800.0,2760.0,15.5,107.0,24.0,0.2,5,none,1160.0,14.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
780.0,560.0,24.9,107.0,50.0,1.7,2,none,0.0,99.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4520.0,2150.0,3.4,34.0,11.0,1.9,2,none,0.0,1817.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
5000.0,3130.0,20.6,72.0,48.0,1.0,3,motorbike,1250.0,346.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
3110.0,1490.0,2.2,37.0,5.0,0.7,4,none,1000.0,371.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
3960.0,3010.0,12.2,41.0,25.0,2.3,4,none,0.0,506.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car not recommended
960.0,650.0,13.7,56.0,33.0,2.8,1,none,380.0,33.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1170.0,630.0,21.9,84.0,22.0,0.8,2,bicycle,330.0,110.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
1950.0,1330.0,28.6,122.0,29.0,0.6,1,none,570.0,10.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
430.0,220.0,43.1,167.0,46.0,1.0,2,none,0.0,180.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
430.0,320.0,36.2,155.0,86.0,1.1,2,none,0.0,17.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
4950.0,2830.0,21.1,76.0,36.0,2.7,4,motorbike,2230.0,17.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
1820.0,1290.0,6.7,39.0,12.0,0.8,2,none,260.0,272.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
3310.0,1470.0,25.3,96.0,25.0,2.7,3,motorbike,1720.0,101.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
4570.0,1830.0,6.1,26.0,7.0,5.1,2,none,0.0,1701.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1880.0,1130.0,8.0,70.0,15.0,0.4,3,car,0.0,739.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
620.0,330.0,15.7,60.0,33.0,3.4,2,bicycle,0.0,255.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
670.0,300.0,27.4,154.0,55.0,0.2,2,motorbike,350.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
3210.0,2120.0,6.5,88.0,5.0,0.1,5,motorbike,0.0,640.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4320.0,2330.0,1.8,25.0,5.0,0.9,2,none,0.0,1093.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4650.0,2230.0,32.3,147.0,38.0,0.2,5,car,0.0,1904.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2190.0,1460.0,42.9,133.0,98.0,1.0,1,none,420.0,218.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
2740.0,1990.0,1.9,23.0,5.0,1.0,4,bicycle,0.0,644.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
5430.0,2860.0,21.3,119.0,33.0,0.3,5,none,1360.0,1131.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
2500.0,1800.0,20.5,49.0,43.0,3.0,3,bicycle,1100.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
2190.0,1600.0,34.5,143.0,64.0,7.6,2,none,0.0,570.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5290.0,2410.0,37.9,90.0,75.0,5.7,6,none,1150.0,1017.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
2880.0,1570.0,27.2,94.0,25.0,1.8,3,none,890.0,243.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car recommended
3380.0,1710.0,30.2,102.0,59.0,0.6,1,motorbike,0.0,1415.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4450.0,2050.0,40.1,180.0,59.0,0.9,5,none,0.0,2200.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
1040.0,400.0,33.7,138.0,55.0,0.4,1,car,480.0,110.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1280.0,560.0,1.4,6.0,5.0,4.3,1,bicycle,0.0,665.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
830.0,490.0,44.3,130.0,102.0,1.3,2,car,220.0,122.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
3800.0,1900.0,23.3,89.0,28.0,0.5,6,none,0.0,1204.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3340.0,1340.0,17.6,83.0,30.0,0.8,3,motorbike,1330.0,634.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Consider later
690.0,290.0,16.4,52.0,46.0,4.0,1,motorbike,0.0,342.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4400.0,3240.0,44.3,121.0,69.0,3.5,4,none,0.0,876.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3140.0,1340.0,21.7,89.0,34.0,3.6,3,none,0.0,1590.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
850.0,440.0,9.6,37.0,8.0,2.4,2,motorbike,150.0,168.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Consider later
3010.0,1840.0,29.9,112.0,61.0,0.6,3,none,730.0,300.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car recommended
3890.0,2510.0,3.7,11.0,17.0,5.3,4,motorbike,0.0,802.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Consider later
2540.0,1000.0,6.2,35.0,9.0,1.2,1,motorbike,0.0,1532.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
4500.0,1820.0,30.1,97.0,61.0,4.0,3,none,0.0,2451.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
3110.0,2360.0,0.9,30.0,11.0,0.7,3,none,1490.0,0.0,Focus on reducing debt,Build emergency fund,Do not invest aggressively,Car not recommended
1230.0,750.0,31.3,119.0,70.0,0.5,3,none,0.0,429.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
5510.0,3160.0,43.7,139.0,99.0,5.1,3,bicycle,0.0,1211.0,Debt is manageable,Emergency fund adequate,Invest moderately,Car recommended
5830.0,3860.0,31.9,112.0,60.0,0.8,5,motorbike,0.0,1156.0,Debt is manageable,Emergency fund adequate,Invest aggressively,Car recommended
860.0,600.0,2.5,34.0,11.0,0.8,1,none,180.0,44.0,Debt is manageable,Build emergency fund,Do not invest aggressively,Car not recommended
